# fermlit classifier verdicts for publications the fermdb atlas holds.
#
# These cost nothing: the classifier ran on them in a separate project before any of
# today's work. They are MODEL verdicts -- decided_by_kind is 'model' on every row, they
# load at confidence 'unverified', and the loader will not let them overwrite a verdict
# somebody reached by reading the PDF.
#
# Rows already carrying a human verdict are omitted from this file entirely, rather than
# left in for the loader to refuse: a file that asks for something it must not get is a
# file somebody will eventually force.
#
# Scope is fermlit's ORIGINAL corpus. The rows being screened today are excluded, so this
# file does not change meaning depending on when it was generated.
publication_id	decision	reason	source	decided_by	decided_by_kind	decided_at	in_atlas	pdf_file
doi:10.1016/s0923-2508(00)00131-5	borderline	The paper analyzes the molecular regulation of an ethanol-responsive gene in a yeast host but does not involve microbial production, strain engineering for alcohol synthesis, or tolerance improvement.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1046/j.1432-1327.2000.01511.x	include	Study of ethanolic fermentation in yeast spheroplasts	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1271/bbb.64.229	include	Study of ethanol tolerance in a yeast production host	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.65.1.53-60.1999	borderline	The paper focuses on using an ethanol-inducible promoter to produce recombinant human serum albumin, which is enabling work rather than alcohol production itself.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.180.4.822-830.1998	include	Characterization of aldehyde dehydrogenases in ethanol metabolism provides basis for engineering yeast strains	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0014-5793(96)00893-9	exclude	Study focuses on phospholipase D enzyme characterization and lipid metabolism, with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.53.9.2033-2038.1987	include	Direct microbial production of ethanol from xylose and arabinose by Erwinia chrysanthemi	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0014-5793(84)81145-x	borderline	The paper investigates the basic biological mechanism of ethanol tolerance acquisition in yeast without focusing on production titers or engineering for improved yield.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1186/s12866-026-05373-1	include	Study of ethanol tolerance mechanisms in a yeast production host	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2025.132059	exclude	Cell-free system converting bioethanol to acetoin is not microbial production of the target alcohols	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.micres.2024.127955	include	Title explicitly states engineering redox homeostasis to optimize ethanol production in yeast.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.nbt.2024.12.004	include	Study of Saccharomyces cerevisiae fitness for lignocellulosic bioethanol production via fermentation stress tests	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.jmgm.2024.108816	exclude	Study focuses on physicochemical properties of a binary mixture of chemical solvents/reagents, not microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.ygeno.2024.110811	include	Study of ethanol production regulation in yeast during fermentation	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s13205-022-03436-4	include	Evaluation of ethanol-tolerant yeast strains for bioethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s42770-023-00937-z	include	Study of ethanol production by yeasts in the presence of biomass pretreatment inhibitors	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10068-021-01026-3	exclude	Paper focuses on analytical determination of alcohols in wine rather than microbial production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1038/s41589-022-01091-7	borderline	The paper investigates basic metabolic flux and ethanol uptake/oxidation in yeast rather than engineering or optimizing microbial production of ethanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/foab048	include	Direct comparison of microbial strains for ethanol production from lignocellulosic feedstocks	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10068-019-00669-7	exclude	Paper focuses on analytical determination of alcohols in beverages rather than microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.foodres.2020.109282	borderline	The paper evaluates bioethanol-derived yeast strains for brewing applications, focusing on beer quality and fermentation performance rather than optimizing ethanol production itself.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s13205-018-1549-8	include	The paper reports on the fermentation of seaweed hydrolysate to produce ethanol, fitting the feedstock and process inclusion criteria.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10482-018-1056-2	include	Study of microbial consortium fermentation for fuel ethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2017.11.023	include	Title explicitly states boosting bioethanol production from lignocellulosic feedstock (Eucalyptus wood) via process modification (whey incorporation)	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/foy101	include	The paper assesses the tolerance and genetic stability of an industrial ethanol production strain against fermentation inhibitors found in lignocellulosic hydrolysates.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.02759-16	include	Paper explicitly studies ethanol tolerance mechanisms in a production host yeast.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1080/21655979.2016.1207019	include	Engineering yeast for ethanol tolerance	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1080/21655979.2016.1148223	include	Paper explicitly describes engineering Saccharomyces cerevisiae to increase ethanol yield during fermentation.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.00376-16	include	Study of ethanol tolerance and stress resistance in Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3791/54227	include	Paper focuses on evolving yeast strains for ethanol production from lignocellulose	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.01906-14	include	Paper explicitly addresses inhibitor tolerance in S. cerevisiae for second-generation bioethanol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.03130-13	include	Genetic disruption of mitophagy to enhance ethanol fermentation in yeast	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.04151-13	include	Paper explicitly studies ethanol tolerance of a production host (Saccharomyces cerevisiae)	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.bbagen.2013.02.010	borderline	The paper investigates basic metabolic biology of ethanol consumption in yeast rather than microbial production or engineering for alcohol synthesis.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10059-013-2258-0	include	Study of stress response in S. cerevisiae during ethanol fermentation	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.00964-13	include	Paper explicitly focuses on modifying ethanol yields in Saccharomyces cerevisiae through metabolic adjustment.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.03319-12	include	Title explicitly states engineering of Saccharomyces cerevisiae promoter to improve ethanol yield and productivity.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.4161/bioe.22268	include	Title explicitly states consolidated bioprocessing of starchy biomass to ethanol using industrial yeasts.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10529-011-0735-0	include	explicitly studies very high gravity bio-ethanol fermentation process with cell recycling	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s10295-010-0748-z	include	Fermentation of cheese whey to ethanol by engineered yeast	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2010.04.082	include	Optimization of fermentation process for ethanol production by Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1534/genetics.110.121871	include	Paper focuses on identifying genes for increased ethanol resistance in Saccharomyces cerevisiae, a key production host.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.00845-09	include	Study of ethanol tolerance in Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.01512-08	include	Title explicitly states examination of barley as a feedstock for bioethanol production via fermentation.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.02636-08	include	Recombinant yeast engineered for bioethanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.00009-08	include	Paper explicitly focuses on improving ethanol production in Saccharomyces cerevisiae using metabolic modeling and mutant strains.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1073/pnas.0801266105	include	Title explicitly states metabolic engineering of a bacterium to produce ethanol	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00253-006-0590-4	exclude	Focuses on methanol utilization and sulfate reduction, not ethanol/butanol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.71.10.6443-6445.2005	include	Title explicitly states production of ethanol by a recombinant microorganism	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1074/mcp.m400087-mcp200	borderline	The paper studies yeast physiology and proteomics under ethanol limitation as a carbon source, which is basic biology/enabling work rather than direct production engineering or tolerance improvement.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.71.12.8656-8662.2005	include	The paper investigates ethanol stress tolerance in Saccharomyces cerevisiae through genetic engineering of proline accumulation, which falls under the inclusion criteria for host robustness towards these alcohols.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/ec.3.3.620-631.2004	include	Paper explicitly investigates ethanol tolerance and metabolism in Saccharomyces cerevisiae under stress conditions.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/mcb.24.9.3874-3884.2004	exclude	The paper focuses on microbial interaction and ethanol as a signaling molecule for bacterial pathogenicity and stress resistance, not on the production of alcohols as industrial products.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1091/mbc.e02-05-0263	exclude	Study focuses on mitochondrial lipid biosynthesis and protein complexes in yeast with no link to alcohol production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1023/a:1011206701288	exclude	Focuses on isotopic labeling of a protein for NMR analysis, not alcohol production	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.63.11.4158-4163.1997	include	The paper investigates factors affecting ethanol yield and productivity in yeast fermentations, which falls under the scope of microbial production studies.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/jb.172.7.3909-3917.1990	include	Study of ethanol formation in engineered adh0 mutants of Saccharomyces cerevisiae	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/0041-008x(88)90021-x	exclude	Study focuses on toxicology and metabolism of carbon disulfide in a medical context, not microbial production of alcohols.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1128/aem.41.2.430-436.1981	include	Title explicitly states microbial production of ethanol from a specific feedstock (d-Xylose) using yeasts.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2019.122222	include	Explicitly describes microbial production of bioethanol from a specific feedstock using industrial yeast strains.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/femsyr/foz018	include	Direct microbial production of ethanol from cellobiose under industrial conditions	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.3168/jds.2015-10059	include	Paper focuses on ethanol fermentation using a specific feedstock (whey permeate)	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1002/bit.25591	include	Title explicitly describes consolidated bioprocessing of starchy substrates into ethanol using industrial yeast strains.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2011.10.065	include	Microbial production of ethanol from crude glycerol by Pachysolen tannophilus	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.wasman.2010.12.007	include	The paper reports on microbial ethanol production from kitchen waste using baker's yeast and optimizes fermentation parameters.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00449-004-0384-y	include	Paper focuses on controlling a yeast fed-batch fermentation process for ethanol production.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00203-026-05171-3	include	Paper explicitly addresses ethanol fermentation performance and inhibitor tolerance in a microbial host.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s12010-026-05933-1	include	Title explicitly describes ethanol fermentation using a specific feedstock residue.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1016/j.biortech.2026.135573	include	Paper explicitly studies ethanol stress tolerance in industrial yeast	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1080/10826068.2025.2525205	exclude	Paper focuses on electrochemical detection of ethanol rather than its microbial production or engineering.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1080/10826068.2025.2543284	include	Paper explicitly addresses improving ethanol fermentation performance and tolerance to inhibitors in lignocellulosic hydrolysate.	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1007/s00203-025-04333-z	exclude	The paper focuses on engineering Komagataella phaffii for recombinant xylanase production, not for the microbial production of ethanol, butanol, or isobutanol.	fermlit screen (abstract pass)	qwen3.6:27b	model	2026-09-22	yes	
doi:10.1093/ee/nvad121	exclude	Study focuses on insect attraction to ethanol-baited traps rather than microbial production or engineering	fermlit screen (title pass)	qwen3.6:27b	model	2026-09-22	yes	
